Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,high_pollution,hour,dayofweek,month,is_weekend,is_rushhour
07/12/2004,17.00.00,2.6,0.37903804737975594,0.11346316680779,0.215748031496063,0.3958333333333333,0.24873463485177152,0.12960609911054638,0.3242424242424242,0.41951438848920863,0.43068231203824425,0.3956989247311828,0.5710691823899372,0.41670424369958414,1,0.7391304347826086,0.16666666666666666,1.0,0.0,1.0
25/11/2004,16.00.00,2.8,0.40703517587939697,0.11346316680779,0.2204724409448819,0.4024122807017544,0.3318872017353579,0.14273612875900044,0.4636363636363636,0.3376798561151079,0.4884832681442851,0.4021505376344086,0.3459119496855346,0.2553735157071998,1,0.6956521739130435,0.5,0.9090909090909091,0.0,0.0
10/03/2005,18.00.00,2.7,0.35750179468772436,0.11346316680779,0.1968503937007874,0.375,0.279826464208243,0.11478187208809826,0.48484848484848486,0.28552158273381295,0.439374185136897,0.3956989247311828,0.15597484276729562,0.10847236835512801,1,0.782608695652174,0.5,0.18181818181818182,0.0,1.0
06/07/2004,21.00.00,2.5,0.3151471643933956,0.11346316680779,0.231496062992126,0.4139254385964912,0.10701373825018076,0.17577297755188478,0.3696969696969697,0.5242805755395683,0.5236853541938288,0.6946236559139785,0.1761006289308176,0.4029259982965078,1,0.9130434782608695,0.16666666666666666,0.5454545454545454,0.0,0.0
07/03/2005,17.00.00,1.7,0.2340272792534099,0.11346316680779,0.09606299212598425,0.23958333333333334,0.24945770065075923,0.21304531977975436,0.5242424242424243,0.15152877697841727,0.27162103433289875,0.24301075268817207,0.22767295597484277,0.06859061075204168,0,0.7391304347826086,0.0,0.18181818181818182,0.0,1.0
25/09/2004,12.00.00,1.4,0.1507537688442211,0.11346316680779,0.09133858267716535,0.23190789473684212,0.03253796095444685,0.3041084286319356,0.03333333333333333,0.2841726618705036,0.17427205562798784,0.4559139784946236,0.3220125786163522,0.2937521919935869,0,0.5217391304347826,0.8333333333333334,0.7272727272727273,1.0,0.0
10/04/2004,16.00.00,1.5,0.21249102656137833,0.10499576629974598,0.10393700787401575,0.25219298245614036,0.06218365871294288,0.3227445997458704,0.26666666666666666,0.33498201438848924,0.14037375054324208,0.5161290322580645,0.15220125786163524,0.18828598627185733,0,0.6956521739130435,0.8333333333333334,0.2727272727272727,1.0,0.0
19/05/2004,05.00.00,0.3,0.14429289303661164,0.11346316680779,0.031496062992125984,0.11403508771929824,0.018799710773680405,0.3799237611181703,0.1303030303030303,0.3448741007194245,0.17687961755758366,0.4064516129032258,0.5031446540880503,0.38138183275715215,0,0.21739130434782608,0.3333333333333333,0.36363636363636365,0.0,0.0
06/02/2005,01.00.00,1.4,0.22613065326633167,0.11346316680779,0.07401574803149606,0.20065789473684212,0.18004338394793926,0.2456586192291402,0.5242424242424243,0.13129496402877697,0.2985658409387223,0.12043010752688171,0.3886792452830189,0.06929204869983466,0,0.043478260869565216,1.0,0.09090909090909091,1.0,0.0
07/11/2004,11.00.00,0.7,0.11342426417803302,0.11346316680779,0.03937007874015748,0.13267543859649122,0.07881417208966016,0.361711139347734,0.18181818181818182,0.21672661870503598,0.11038678835289005,0.4279569892473118,0.3207547169811321,0.2626384087379127,0,0.4782608695652174,1.0,0.9090909090909091,1.0,0.0
11/03/2004,05.00.00,0.7,0.3007896625987078,0.0,0.014173228346456694,0.0668859649122807,0.0072306579898770785,0.6759847522236341,0.07575757575757576,0.2837230215827338,0.08735332464146023,0.27741935483870966,0.5911949685534591,0.2765168595621023,0,0.21739130434782608,0.5,0.18181818181818182,0.0,0.0
18/02/2005,23.00.00,2.9,0.44795405599425697,0.11346316680779,0.17795275590551182,0.3514254385964912,0.34562545191612437,0.12537060567556121,0.706060606060606,0.26393884892086333,0.540199913081269,0.15698924731182798,0.5358490566037735,0.14284282779698382,1,1.0,0.6666666666666666,0.09090909090909091,0.0,0.0
23/07/2004,21.00.00,1.4,0.2928930366116296,0.11346316680779,0.13228346456692913,0.2916666666666667,0.064352856109906,0.19567979669631513,0.23030303030303031,0.4869604316546763,0.3342025206431986,0.6881720430107527,0.31069182389937106,0.6217746380079162,0,0.9130434782608695,0.6666666666666666,0.5454545454545454,0.0,0.0
25/07/2004,18.00.00,1.2,0.2455132806891601,0.11346316680779,0.05984251968503937,0.17708333333333334,0.04772234273318872,0.2676831850910631,0.22727272727272727,0.45008992805755393,0.1760104302477184,0.6344086021505376,0.4817610062893081,0.7725336940728492,0,0.782608695652174,1.0,0.5454545454545454,1.0,1.0
01/05/2004,17.00.00,1.8,0.2857142857142857,0.11346316680779,0.12755905511811025,0.2850877192982456,0.060014461315979754,0.265141889030072,0.2787878787878788,0.47077338129496404,0.1751412429378531,0.5505376344086022,0.35220125786163525,0.4458640212435493,0,0.7391304347826086,0.8333333333333334,0.36363636363636365,1.0,1.0
13/03/2004,12.00.00,3.6,0.5771715721464465,0.1710414902624894,0.21732283464566932,0.3985745614035088,0.16847433116413593,0.2342227869546802,0.47878787878787876,0.5071942446043165,0.5067362016514559,0.43655913978494615,0.30943396226415093,0.26268851144846933,1,0.5217391304347826,0.8333333333333334,0.18181818181818182,1.0,0.0
17/12/2004,23.00.00,1.4,0.2972002871500359,0.11346316680779,0.08661417322834646,0.22478070175438597,0.14027476500361533,0.21050402371876323,0.31212121212121213,0.306205035971223,0.27857453281182093,0.3118279569892473,0.8188679245283018,0.4507239841675435,0,1.0,0.6666666666666666,1.0,0.0,0.0
28/09/2004,03.00.00,0.4,0.0674802584350323,0.11346316680779,0.029921259842519688,0.11239035087719298,0.1301518438177874,0.36806437950021176,0.3242424242424242,0.23785971223021582,0.20208604954367665,0.35053763440860214,0.569811320754717,0.3527230823187535,0,0.13043478260869565,0.16666666666666666,0.7272727272727273,0.0,0.0
16/11/2004,00.00.00,1.3,0.1414213926776741,0.11346316680779,0.05826771653543307,0.17269736842105263,0.11641359363702097,0.30199068191444306,0.26666666666666666,0.19559352517985612,0.20860495436766624,0.2838709677419355,0.4100628930817609,0.18853649982464055,0,0.0,0.16666666666666666,0.9090909090909091,0.0,0.0
05/11/2004,14.00.00,4.4,0.583632447954056,0.11346316680779,0.3905511811023622,0.5701754385964912,0.3745480838756327,0.060991105463786534,0.3696969696969697,0.6209532374100719,0.6010430247718384,0.5354838709677419,0.5006289308176101,0.5898592113833359,1,0.6086956521739131,0.6666666666666666,0.9090909090909091,0.0,0.0
24/08/2004,04.00.00,0.4,0.08255563531945441,0.11346316680779,0.023622047244094488,0.09484649122807018,0.004338394793926247,0.3638288860652266,0.05454545454545454,0.2954136690647482,0.11777488048674489,0.50752688172043,0.4201257861635221,0.45393055764316853,0,0.17391304347826086,0.16666666666666666,0.6363636363636364,0.0,0.0
22/07/2004,19.00.00,4.0,0.4989231873653984,0.11346316680779,0.3590551181102362,0.5411184210526315,0.1843817787418655,0.10376958915713681,0.5393939393939394,0.6591726618705036,0.5623641894828335,0.8387096774193549,0.15220125786163524,0.5699684352923493,1,0.8260869565217391,0.5,0.5454545454545454,0.0,1.0
07/06/2004,05.00.00,0.5,0.061019382627422826,0.11346316680779,0.034645669291338575,0.12225877192982457,0.0274765003615329,0.4027954256670902,0.11212121212121212,0.38758992805755393,0.16688396349413298,0.43225806451612897,0.5647798742138366,0.4663560298612155,0,0.21739130434782608,0.0,0.45454545454545453,0.0,0.0
12/06/2004,13.00.00,1.6,0.3015075376884422,0.11346316680779,0.14803149606299212,0.31359649122807015,0.064352856109906,0.22786954680220245,0.26666666666666666,0.4977517985611511,0.2524989135158627,0.7956989247311828,0.15849056603773587,0.5133523723633449,0,0.5652173913043478,0.8333333333333334,0.45454545454545453,1.0,0.0
27/04/2004,13.00.00,3.0,0.4335965541995693,0.34123624047417445,0.2803149606299213,0.4649122807017544,0.10412147505422993,0.19102075391783144,0.3151515151515151,0.552158273381295,0.3859191655801825,0.6473118279569892,0.14088050314465408,0.29209880254521775,1,0.5652173913043478,0.16666666666666666,0.2727272727272727,0.0,0.0
17/07/2004,19.00.00,2.1,0.31299353912419237,0.11346316680779,0.16535433070866143,0.3360745614035088,0.064352856109906,0.19695044472681067,0.3303030303030303,0.4375,0.26988265971316816,0.7720430107526881,0.12578616352201258,0.41214489703892987,1,0.8260869565217391,0.8333333333333334,0.5454545454545454,1.0,1.0
13/02/2005,12.00.00,1.5,0.4113424264178033,0.11346316680779,0.08346456692913386,0.21765350877192982,0.14316702819956617,0.1495129182549767,0.4575757575757576,0.3412769784172662,0.409387222946545,0.39139784946236555,0.5962264150943397,0.4296307430231976,0,0.5217391304347826,1.0,0.09090909090909091,1.0,0.0
28/04/2004,22.00.00,1.4,0.3582196697774587,0.12531752751905165,0.13228346456692913,0.29221491228070173,0.05278380332610268,0.2215163066497247,0.2818181818181818,0.460431654676259,0.4106910039113429,0.46236559139784944,0.510691823899371,0.46966280875795385,0,0.9565217391304348,0.3333333333333333,0.2727272727272727,0.0,0.0
24/07/2004,07.00.00,1.0,0.2979181622397703,0.11346316680779,0.12440944881889764,0.2807017543859649,0.0455531453362256,0.17407878017789072,0.18787878787878787,0.5233812949640287,0.3624511082138201,0.5827956989247312,0.5018867924528303,0.6863570319154265,0,0.30434782608695654,0.8333333333333334,0.5454545454545454,1.0,1.0
24/03/2005,19.00.00,5.9,0.7745872218234028,0.11346316680779,0.4818897637795276,0.6469298245614035,0.47216196673897326,0.015671325709445152,0.5969696969696969,0.6609712230215827,0.7501086484137331,0.4731182795698925,0.4276729559748428,0.4110426374066838,1,0.8260869565217391,0.5,0.18181818181818182,0.0,1.0
18/09/2004,06.00.00,0.8,0.1349605168700646,0.11346316680779,0.05354330708661417,0.16447368421052633,0.08387563268257411,0.3646759847522236,0.20606060606060606,0.31744604316546765,0.1738374619730552,0.4731182795698925,0.4855345911949685,0.46580490004509245,0,0.2608695652173913,0.8333333333333334,0.7272727272727273,1.0,0.0
07/06/2004,02.00.00,0.4,0.08111988513998564,0.11346316680779,0.03779527559055118,0.12938596491228072,0.011569052783803326,0.39855993223210506,0.10606060606060606,0.3754496402877698,0.15384615384615385,0.4236559139784946,0.5647798742138366,0.45548374167042444,0,0.08695652173913043,0.0,0.45454545454545453,0.0,0.0
10/12/2004,11.00.00,1.5,0.16941852117731515,0.11346316680779,0.09448818897637795,0.2362938596491228,0.21547360809833696,0.2388818297331639,0.32727272727272727,0.18705035971223022,0.27075184702303345,0.38924731182795697,0.2138364779874214,0.14740217445763817,0,0.4782608695652174,0.6666666666666666,1.0,0.0,0.0
05/06/2004,04.00.00,0.7,0.14716439339554918,0.11346316680779,0.06771653543307087,0.1913377192982456,0.022415039768618944,0.3274036425243541,0.18181818181818182,0.4379496402877698,0.267709691438505,0.46236559139784944,0.5735849056603773,0.526729796081968,0,0.17391304347826086,0.8333333333333334,0.45454545454545453,1.0,0.0
22/11/2004,15.00.00,3.1,0.5125628140703518,0.11346316680779,0.3401574803149606,0.524671052631579,0.7042660882140275,0.08301567132570944,0.7151515151515152,0.4069244604316547,0.7083876575401999,0.21935483870967745,0.5044025157232703,0.17871636855553885,1,0.6521739130434783,0.0,0.9090909090909091,0.0,0.0
13/07/2004,00.00.00,1.5,0.2139267767408471,0.11346316680779,0.11653543307086614,0.27028508771929827,0.0911062906724512,0.21812791190173655,0.27575757575757576,0.4550359712230216,0.34506736201651456,0.4666666666666667,0.48427672955974843,0.4550829199859712,0,0.0,0.16666666666666666,0.5454545454545454,0.0,0.0
28/03/2004,12.00.00,1.8,0.33524766690595836,0.12108382726502964,0.11811023622047244,0.27247807017543857,0.06218365871294288,0.29563744176196527,0.2515151515151515,0.3988309352517986,0.23772272924815296,0.4989247311827957,0.21635220125786161,0.2384889022496117,0,0.5217391304347826,1.0,0.18181818181818182,1.0,0.0
08/11/2004,19.00.00,6.6,0.47092605886575734,0.11346316680779,0.4519685039370079,0.6217105263157895,0.1301518438177874,0.0817450232952139,0.3242424242424242,0.5364208633093526,0.590612777053455,0.26881720430107525,0.5559748427672956,0.24906057417706298,1,0.8260869565217391,0.0,0.9090909090909091,0.0,1.0
29/01/2005,03.00.00,0.6,0.10265613783201723,0.11346316680779,0.006299212598425196,0.0356359649122807,0.1301518438177874,0.4464210080474375,0.3242424242424242,0.08992805755395683,0.04997827031725337,0.07526881720430108,0.549685534591195,0.09243950097700283,0,0.13043478260869565,0.8333333333333334,0.0,1.0,0.0
19/08/2004,04.00.00,0.5,0.13926776740847094,0.11346316680779,0.026771653543307086,0.10307017543859649,0.0036153289949385392,0.34815756035578144,0.03939393939393939,0.41052158273381295,0.10517166449369839,0.6365591397849462,0.5446540880503145,0.8709354176060925,0,0.17391304347826086,0.5,0.6363636363636364,0.0,0.0
21/07/2004,22.00.00,3.1,0.46518305814788224,0.11346316680779,0.26456692913385826,0.45010964912280704,0.09255242227042661,0.11859381617958492,0.35454545454545455,0.6142086330935251,0.5141242937853108,0.6881720430107527,0.33459119496855344,0.6607044441104264,1,0.9565217391304348,0.3333333333333333,0.5454545454545454,0.0,0.0
30/01/2005,10.00.00,0.8,0.14501076812634603,0.11346316680779,0.01889763779527559,0.0805921052631579,0.0730296456977585,0.3498517577297755,0.23939393939393938,0.09262589928057553,0.10386788352890047,0.13978494623655913,0.3748427672955975,0.07430231975549878,0,0.43478260869565216,1.0,0.0,1.0,0.0
27/09/2004,02.00.00,1.0,0.17013639626704954,0.11346316680779,0.07559055118110236,0.2050438596491228,0.07519884309472162,0.25370605675561203,0.21818181818181817,0.3129496402877698,0.2950890916992612,0.3612903225806452,0.6251572327044026,0.4030262037176211,0,0.08695652173913043,0.0,0.7272727272727273,0.0,0.0
08/02/2005,12.00.00,1.8,0.29935391241923903,0.11346316680779,0.11653543307086614,0.26918859649122806,0.24150397686189443,0.17153748411689962,0.5787878787878787,0.19244604316546762,0.38157322903085616,0.2860215053763441,0.23396226415094343,0.09524525276817476,0,0.5217391304347826,0.16666666666666666,0.09090909090909091,0.0,0.0
18/11/2004,00.00.00,2.7,0.3388370423546303,0.11346316680779,0.12598425196850394,0.28399122807017546,0.2754880694143167,0.17492587886488775,0.49696969696969695,0.27967625899280574,0.42416340721425466,0.23010752688172045,0.7081761006289308,0.27997394659051056,1,0.0,0.5,0.9090909090909091,0.0,0.0
18/03/2004,12.00.00,2.2,0.5254845656855707,0.11346316680779,0.19370078740157481,0.3717105263157895,0.1193058568329718,0.24438797119864464,0.4121212121212121,0.5,0.5010864841373316,0.5526881720430107,0.2389937106918239,0.3192544716669172,1,0.5217391304347826,0.5,0.18181818181818182,0.0,0.0
02/11/2004,15.00.00,5.8,0.6877243359655419,0.11346316680779,0.505511811023622,0.6650219298245614,0.48300795372378885,0.03939008894536213,0.5,0.7410071942446043,0.7348978704910908,0.5827956989247312,0.5207547169811322,0.7085525326920186,1,0.6521739130434783,0.16666666666666666,0.9090909090909091,0.0,0.0
21/05/2004,10.00.00,2.8,0.4895908111988514,0.11346316680779,0.2661417322834646,0.4517543859649123,0.15184381778741865,0.16010165184243966,0.4393939393939394,0.5818345323741008,0.5910473707083876,0.610752688172043,0.2238993710691824,0.369256976802445,1,0.43478260869565216,0.6666666666666666,0.36363636363636365,0.0,0.0
26/10/2004,18.00.00,9.5,0.905240488155061,0.11346316680779,0.8173228346456692,0.8865131578947368,0.6840202458423716,0.0012706480304955528,0.5363636363636364,1.0,0.9348109517601043,0.5247311827956989,0.6578616352201258,0.7381131319204368,1,0.782608695652174,0.16666666666666666,0.8181818181818182,0.0,1.0
15/02/2005,16.00.00,1.4,0.1981335247666906,0.11346316680779,0.07401574803149606,0.20339912280701755,0.15328994938539406,0.24862346463362983,0.36666666666666664,0.12994604316546762,0.16862233811386354,0.3010752688172043,0.14465408805031446,0.05305877047948295,0,0.6956521739130435,0.16666666666666666,0.09090909090909091,0.0,0.0
24/11/2004,05.00.00,1.0,0.2038765254845657,0.11346316680779,0.05039370078740157,0.15844298245614036,0.10484454085321765,0.2647183396865735,0.19090909090909092,0.26393884892086333,0.28074750108648416,0.26666666666666666,0.8628930817610062,0.4004208627686758,0,0.21739130434782608,0.3333333333333333,0.9090909090909091,0.0,0.0
12/03/2005,15.00.00,0.2,0.28068916008614503,0.11346316680779,0.056692913385826764,0.16940789473684212,0.11135213304410702,0.18763235916984328,0.3090909090909091,0.22077338129496402,0.12777053455019557,0.42150537634408597,0.32452830188679244,0.25888070544616465,0,0.6521739130434783,0.8333333333333334,0.18181818181818182,1.0,0.0
03/03/2005,02.00.00,1.1,0.24335965541995694,0.11346316680779,0.05196850393700787,0.1600877192982456,0.10773680404916848,0.2342227869546802,0.34545454545454546,0.14973021582733814,0.4276401564537158,0.1225806451612903,0.46163522012578617,0.09424319855704194,0,0.08695652173913043,0.5,0.18181818181818182,0.0,0.0
03/11/2004,06.00.00,0.7,0.17444364680545585,0.11346316680779,0.06456692913385827,0.18475877192982457,0.10484454085321765,0.25201185938161796,0.14242424242424243,0.3322841726618705,0.26597131681877445,0.40430107526881714,0.771069182389937,0.5840472969587654,0,0.2608695652173913,0.3333333333333333,0.9090909090909091,0.0,0.0
30/11/2004,06.00.00,0.7,0.1665470208183776,0.11346316680779,0.026771653543307086,0.10142543859649122,0.07519884309472162,0.39813638288860653,0.18484848484848485,0.2517985611510791,0.1373315949587136,0.2881720430107527,0.9081761006289308,0.45984267748885216,0,0.2608695652173913,0.16666666666666666,0.9090909090909091,0.0,0.0
22/09/2004,09.00.00,5.5,0.6080402010050251,0.11346316680779,0.45354330708661417,0.6239035087719298,0.502530730296457,0.06649724692926726,0.4909090909090909,0.7419064748201439,0.68535419382877,0.5462365591397849,0.5383647798742138,0.6506337992885415,1,0.391304347826087,0.3333333333333333,0.7272727272727273,0.0,1.0
02/04/2005,02.00.00,0.6,0.1349605168700646,0.11346316680779,0.02047244094488189,0.08552631578947369,0.06941431670281996,0.3341804320203304,0.23636363636363636,0.09757194244604317,0.07388092133854846,0.3032258064516129,0.33207547169811324,0.15987774938624183,0,0.08695652173913043,0.8333333333333334,0.2727272727272727,1.0,0.0
19/09/2004,09.00.00,1.7,0.2727925340990668,0.11346316680779,0.13543307086614176,0.29769736842105265,0.1576283441793203,0.2049978822532825,0.24848484848484848,0.41097122302158273,0.36027813993915686,0.518279569892473,0.48805031446540875,0.5426624580389798,0,0.391304347826087,1.0,0.7272727272727273,1.0,1.0
28/02/2005,22.00.00,0.9,0.09260588657573582,0.11346316680779,0.026771653543307086,0.10416666666666667,0.08387563268257411,0.3646759847522236,0.2636363636363636,0.046762589928057555,0.07866145154280747,0.06451612903225806,0.32955974842767294,0.026804950147802993,0,0.9565217391304348,0.0,0.09090909090909091,0.0,0.0
29/11/2004,09.00.00,5.9,0.6905958363244795,0.11346316680779,0.4614173228346457,0.6304824561403509,0.6811279826464208,0.06946209233375689,0.4121212121212121,0.6339928057553957,0.6875271621034333,0.2838709677419355,0.8314465408805031,0.41089232927501373,1,0.391304347826087,0.0,0.9090909090909091,0.0,1.0
02/11/2004,21.00.00,5.9,0.5843503230437904,0.11346316680779,0.4551181102362205,0.6244517543859649,0.4786695589298626,0.05421431596781025,0.2818181818181818,0.7014388489208633,0.5875706214689266,0.47526881720430103,0.7471698113207547,0.7108071546670675,1,0.9130434782608695,0.16666666666666666,0.9090909090909091,0.0,0.0
10/04/2004,09.00.00,2.0,0.3338119167264896,0.12616426756985605,0.13543307086614176,0.29660087719298245,0.08532176428054954,0.2316814908936891,0.24545454545454545,0.4662769784172662,0.343328987396784,0.36344086021505373,0.5522012578616353,0.3580339696377574,1,0.391304347826087,0.8333333333333334,0.2727272727272727,1.0,1.0
07/01/2005,03.00.00,1.0,0.21823402727925342,0.11346316680779,0.03622047244094488,0.12609649122807018,0.1301518438177874,0.2609063955950868,0.3242424242424242,0.23651079136690648,0.242503259452412,0.210752688172043,0.8289308176100628,0.3107871135828449,0,0.13043478260869565,0.6666666666666666,0.0,0.0,0.0
11/04/2004,01.00.00,1.2,0.23761665470208185,0.056731583403895,0.05984251968503937,0.17598684210526316,0.03036876355748373,0.34815756035578144,0.18181818181818182,0.3385791366906475,0.2299000434593655,0.27741935483870966,0.5962264150943397,0.2791222005110477,0,0.043478260869565216,1.0,0.2727272727272727,1.0,0.0
14/08/2004,01.00.00,1.0,0.19526202440775306,0.11346316680779,0.06771653543307087,0.19024122807017543,0.03109182935647144,0.24438797119864464,0.18181818181818182,0.44199640287769787,0.1694915254237288,0.5806451612903226,0.5849056603773585,0.7828047497369608,0,0.043478260869565216,0.8333333333333334,0.6363636363636364,1.0,0.0
21/11/2004,21.00.00,1.3,0.35104091888011485,0.11346316680779,0.11811023622047244,0.2713815789473684,0.2472885032537961,0.2049978822532825,0.48484848484848486,0.2045863309352518,0.5136897001303781,0.1935483870967742,0.4276729559748428,0.1259081116288391,0,0.9130434782608695,1.0,0.9090909090909091,1.0,0.0
15/02/2005,13.00.00,1.3,0.18592964824120603,0.11346316680779,0.08346456692913386,0.21929824561403508,0.14822848879248013,0.24184667513765354,0.4090909090909091,0.12859712230215828,0.18296392872664058,0.30537634408602155,0.12704402515723273,0.044741720527080524,0,0.5652173913043478,0.16666666666666666,0.09090909090909091,0.0,0.0
24/06/2004,07.00.00,1.2,0.27494615936826994,0.11346316680779,0.10551181102362205,0.25274122807017546,0.06941431670281996,0.21262177043625582,0.19696969696969696,0.516636690647482,0.33116036505867014,0.5118279569892472,0.6012578616352201,0.6460744526278871,0,0.30434782608695654,0.5,0.45454545454545453,0.0,1.0
01/04/2005,19.00.00,2.2,0.22541277817659727,0.11346316680779,0.11338582677165354,0.26535087719298245,0.1749819233550253,0.18000847098686998,0.47575757575757577,0.20323741007194246,0.23294219904389396,0.3763440860215054,0.2138364779874214,0.13813317300465952,1,0.8260869565217391,0.6666666666666666,0.2727272727272727,0.0,1.0
06/09/2004,07.00.00,1.8,0.33955491744436467,0.11346316680779,0.11968503937007874,0.2741228070175439,0.1301518438177874,0.17196103346039815,0.3242424242424242,0.44739208633093525,0.3537592351151673,0.5483870967741935,0.5081761006289309,0.6212736109023498,0,0.30434782608695654,0.0,0.7272727272727273,0.0,1.0
18/01/2005,09.00.00,5.1,0.5046661880832735,0.11346316680779,0.3165354330708662,0.5016447368421053,0.6023138105567607,0.07920372723422278,0.5212121212121212,0.37410071942446044,0.6623207301173403,0.13333333333333333,0.5987421383647799,0.1463500175359487,1,0.391304347826087,0.16666666666666666,0.0,0.0,1.0
13/06/2004,04.00.00,0.5,0.1665470208183776,0.11346316680779,0.04566929133858268,0.14692982456140352,0.01373825018076645,0.33841592545531557,0.10909090909090909,0.4316546762589928,0.14906562364189482,0.5655913978494623,0.49182389937106913,0.6338994939626234,0,0.17391304347826086,1.0,0.45454545454545453,1.0,0.0
14/03/2005,09.00.00,4.0,0.6640344580043073,0.11346316680779,0.35748031496062993,0.5394736842105263,0.48734634851771513,0.037695891571368066,0.46060606060606063,0.5449640287769785,0.6736201651455889,0.2924731182795699,0.660377358490566,0.33248158725387045,1,0.391304347826087,0.0,0.18181818181818182,0.0,1.0
12/08/2004,22.00.00,1.2,0.2455132806891601,0.11346316680779,0.09133858267716535,0.2324561403508772,0.03398409255242227,0.2215163066497247,0.18787878787878787,0.4973021582733813,0.19947848761408082,0.6559139784946236,0.559748427672956,0.9441354777293451,0,0.9565217391304348,0.5,0.6363636363636364,0.0,0.0
09/12/2004,10.00.00,1.4,0.208183776022972,0.11346316680779,0.07086614173228346,0.19736842105263158,0.18582791033984092,0.4506565014824227,0.3,0.2652877697841727,0.247283789656671,0.34838709677419355,0.5811320754716981,0.3586352021644371,0,0.43478260869565216,0.5,1.0,0.0,0.0
02/08/2004,10.00.00,1.9,0.34960516870064606,0.11346316680779,0.17165354330708663,0.34375,0.09978308026030369,0.15544260906395596,0.3393939393939394,0.549910071942446,0.32290308561495,0.7440860215053764,0.3484276729559748,0.8069542562252617,0,0.43478260869565216,0.0,0.6363636363636364,0.0,0.0
14/03/2005,21.00.00,4.0,0.501794687724336,0.11346316680779,0.2204724409448819,0.4024122807017544,0.3644251626898048,0.07623888182973317,0.5727272727272728,0.4222122302158273,0.5984354628422425,0.36989247311827955,0.5459119496855347,0.3613908512450524,1,0.9130434782608695,0.0,0.18181818181818182,0.0,0.0
